entrez	symbol	description	locus	hprd	hgnc	mim	refpro	refdna	ensembl	type	dominant	recessive	duplicability	origin	degree	mirna	function	expression	chromosome	tstart	tend	type_of_screening	cancer_type
57679	ALS2	amyotrophic lateral sclerosis 2 (juvenile)	2q33.1	05893	443	606352	NP_065970;NP_001129217	NM_020919;NM_001135745	ENSP00000429223;ENSP00000264276	candidate	0	0	0	Last Universal Common Ancestor	6	0	Cell cycle,Cell response to stimuli,Cellular processes,Development,Multicellular activities,Regulation of intracellular processes and metabolism,Signal transduction	-1	chr2	202568845	202632108	WGS	melanoma
259173	ALS2CL	ALS2 C-terminal like	3p21.31	10643	20605	612402	NP_001177636;NP_667340;NP_877576	NR_033815;NM_001190707;NM_147129;NM_182775	ENSP00000313670	candidate	0	0	0	Last Universal Common Ancestor	21	0	Cellular processes	64	chr3	46712477	46730930	WES	chronic lymphocytic leukemia
267	AMFR	autocrine motility factor receptor	16q21	09130	463	603243	NP_001135	NM_138958;NM_001144	ENSP00000290649	candidate	0	0	0	Eukaryotes	86	0	Cell response to stimuli,Cellular metabolism,Cellular processes,Signal transduction	75	chr16	56396824	56459239	WES	breast
273	AMPH	amphiphysin	7p14-p13	02687	471	600418	NP_647477;NP_001626	NM_139316;NM_001635	ENSP00000348602;ENSP00000317441	candidate	0	0	0	Eukaryotes	4	0	Cellular processes,Multicellular activities	59	chr7	38424422	38670951	WES	liver
284	ANGPT1	angiopoietin 1	8q23.1	03392	484	601667	NP_001137;NP_001186788	NM_001146;NM_139290;NM_001199859	ENSP00000428340;ENSP00000297450	candidate	0	0	0	Eukaryotes	4	0	Development,Signal transduction	87	chr8	108264086	108509786	WES	melanoma
287	ANK2	ankyrin 2, neuronal	4q25-q27	00110	493	106410	NP_001120965;NP_001139;NP_066187	NM_001127493;NM_001148;NM_020977	ENSP00000421067;ENSP00000349588	candidate	0	0	0	Last Universal Common Ancestor	25	2	Signal transduction	87	chr4	113970885	114294605	WES	bladder
288	ANK3	ankyrin 3, node of Ranvier (ankyrin G)	10q21	02715	494	600465	NP_001191333;NP_066267;NP_001140;NP_001191332	NM_001204404;NM_020987;NM_001149;NM_001204403	ENSP00000280772	candidate	0	0	0	Last Universal Common Ancestor	22	0	Cellular processes,Signal transduction	89	chr10	61802452	62149296	WES	bladder
348094	ANKDD1A	ankyrin repeat and death domain containing 1A	15q22.31	14178	28002	-	NP_874362	NM_182703	ENSP00000369579	candidate	0	0	0	Last Universal Common Ancestor	0	0	Signal transduction	-1	chr15	65207998	65242201	WGS	prostate
23141	ANKLE2	ankyrin repeat and LEM domain containing 2	12q24.33	-	29101	-	NP_055929	NM_015114	ENSP00000350686	candidate	0	0	0	Eukaryotes	5	2	-1	64	chr12	133303831	133338384	WES	lymphoma
728747	ANKRD20A4	ankyrin repeat domain 20 family, member A4	9q21.11	-	31982	-	NP_001092275;XP_003403870	NM_001098805;XM_003403822	ENSP00000349891	candidate	0	0	7	Last Universal Common Ancestor	0	0	-1	-1	chr9	69382093	69424173	WGS	glioblastoma
22852	ANKRD26	ankyrin repeat domain 26	10pter-q22.1	16491	29186	610855	NP_055730;NP_001242982	NM_014915;NM_001256053	ENSP00000365255	candidate	0	0	0	Last Universal Common Ancestor	3	0	-1	49	chr10	27294522	27389255	WGS	acute myeloid leukemia
375248	ANKRD36	ankyrin repeat domain 36	2q11.2	16492	24079	-	NP_001157787	NM_198555;NM_001164315	ENSP00000391950	candidate	0	0	2	Last Universal Common Ancestor	0	0	-1	15	chr2	97779477	97915382	WGS	liver
121601	ANO4	anoctamin 4	12q23.1	15527	23837	610111	NP_849148	NM_178826	ENSP00000376705	candidate	0	0	0	Eukaryotes	0	0	-1	-1	chr12	101295564	101520845	WES	head and neck squamous cell carcinoma
324	APC	adenomatous polyposis coli	5q21-q22	01439	583	611731	NP_001120982;NP_000029;NP_001120983	NM_001127510;NM_000038;NM_001127511	ENSP00000257430;ENSP00000427089	known	0	1	0	Last Universal Common Ancestor	104	8	Cell cycle,Cellular metabolism,Cellular processes,Regulation of intracellular processes and metabolism,Signal transduction	72	chr5	112090588	112179820	CGC,HTMS,WES	colorectal,desmoid,glioma,liver,other,pancreas,lung,breast,colorectal (hypermutated),colorectal (non-hypermutated),prostate
10297	APC2	adenomatosis polyposis coli 2	19p13.3	09802	24036	612034	NP_005874	NM_005883	ENSP00000233607	candidate	0	0	0	Eukaryotes	2	0	Signal transduction	44	chr19	1453001	1470209	WES	breast
187	APLNR	apelin receptor	11q12	02503	339	600052	NP_005152	NM_005161;NR_027991	-	candidate	0	0	0	Vertebrates	0	0	Signal transduction	40	chr11	57003339	57004478	HTMS	breast,lung,ovarian,pancreas,prostate
116519	APOA5	apolipoprotein A-V	11q23	06966	17288	606368	NP_001160070;NP_443200	NM_001166598;NM_052968	ENSP00000445002	candidate	0	0	0	Vertebrates	3	0	Cellular metabolism,Cellular processes,Development,Multicellular activities,Regulation of intracellular processes and metabolism	-1	chr11	116660847	116662414	WGS	melanoma
338	APOB	apolipoprotein B (including Ag(x) antigen)	2p24-p23	00133	603	107730	NP_000375	NM_000384	ENSP00000233242	candidate	0	0	0	Metazoans	34	0	Cellular metabolism,Cellular processes,Regulation of intracellular processes and metabolism	50	chr2	21224605	21265346	WES	gastric
10930	APOBEC2	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 2	6p21	07268	605	604797	NP_006780	NM_006789	-	candidate	0	0	0	Vertebrates	6	0	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of transcription	49	chr6	41021087	41029607	WES	lymphoma
364	AQP7	aquaporin 7	9p13	04277	640	602974	NP_001161	NM_001170	ENSP00000297988	candidate	0	0	4	Last Universal Common Ancestor	0	0	Cellular processes,Multicellular activities	13	chr9	33385006	33395195	WGS	lymphoma
367	AR	androgen receptor	Xq12	02437	644	313700	NP_000035;NP_001011645	NM_000044;NM_001011645	ENSP00000363822	known	0	0	0	Last Universal Common Ancestor	245	5	Cell cycle,Cellular metabolism,DNA/RNA metabolism and transcription,Development,Regulation of intracellular processes and metabolism,Regulation of transcription,Signal transduction	64	chrX	66764989	66943680	CGC,WES,Amplified	prostate
116984	ARAP2	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2	4p14	09439	16924	606645	NP_056045	NM_139182;NM_015230	ENSP00000302895	candidate	0	0	0	Eukaryotes	0	3	Regulation of intracellular processes and metabolism,Signal transduction	78	chr4	36069532	36231108	WGS	prostate
10564	ARFGEF2	ADP-ribosylation factor guanine nucleotide-exchange factor 2 (brefeldin A-inhibited)	20q13.13	09250	15853	605371	NP_006411	NM_006420	ENSP00000360985	candidate	0	0	1	Last Universal Common Ancestor	8	0	Cellular processes,Signal transduction	91	chr20	47538427	47649733	WES	breast
9938	ARHGAP25	Rho GTPase activating protein 25	2p13.3	09805	28951	610587	NP_001159748;NP_001007232;NP_055697;NP_001159749	NM_001166276;NM_001007231;NM_014882;NM_001166277	ENSP00000386911;ENSP00000386241;ENSP00000386863	candidate	0	0	0	Eukaryotes	0	0	Signal transduction	67	chr2	68962332	69053323	WES	breast
23092	ARHGAP26	Rho GTPase activating protein 26	5q31	05643	17073	605370	NP_055886;NP_001129080	NM_015071;NM_001135608	ENSP00000367243	known	1	0	0	Eukaryotes	2	0	Cellular processes,Development,Signal transduction	60	chr5	142150327	142602008	CGC	leukemia,myelodysplasia
79822	ARHGAP28	Rho GTPase activating protein 28	18p11.31	10961	25509	610592	NP_001010000	NM_001010000;NM_030672	ENSP00000392660	candidate	0	0	0	Eukaryotes	5	6	Signal transduction	26	chr18	6837348	6912150	WES	chronic lymphocytic leukemia
9639	ARHGEF10	Rho guanine nucleotide exchange factor (GEF) 10	8p23	09735	14103	608136	NP_055444	NM_014629	ENSP00000340297	candidate	0	0	0	Eukaryotes	2	4	Signal transduction	53	chr8	1806125	1905426	WES	colorectal
23365	ARHGEF12	Rho guanine nucleotide exchange factor (GEF) 12	11q23.3	09207	14193	604763	NP_056128;NP_001185594	NM_015313;NM_001198665	ENSP00000349056;ENSP00000380942	known	1	0	0	Eukaryotes	4	1	Signal transduction	97	chr11	120278445	120355215	CGC	leukemia
54848	ARHGEF38	Rho guanine nucleotide exchange factor (GEF) 38	4q24	08613	25968	-	NP_060170;NP_001229658	NM_017700;NM_001242729	ENSP00000416125;ENSP00000265154	candidate	0	0	0	Eukaryotes	0	0	Signal transduction	55	chr4	106473923	106599091	WGS	chronic lymphocytic leukemia
8289	ARID1A	AT rich interactive domain 1A (SWI-like)	1p35.3	04319	11110	603024	NP_624361;NP_006006	NM_018450;NM_139135;NM_006015	ENSP00000320485	known	0	1	0	Last Universal Common Ancestor	47	6	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription,Signal transduction	108	chr1	27022895	27107244	CGC,WES,WGS	kidney,ovarian,bladder,breast,gastric,liver,lymphoma,neuroblastoma,pancreas,prostate
57492	ARID1B	AT rich interactive domain 1B (SWI1-like)	6q25.1	10660	18040	-	NP_065783;NP_059989	NM_020732;NM_017519	ENSP00000055163	candidate	0	0	0	Last Universal Common Ancestor	29	0	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	-1	chr6	157099064	157529022	WES,WGS	breast,neuroblastoma,liver
196528	ARID2	AT rich interactive domain 2 (ARID, RFX-like)	12q12	16505	18037	609539	NP_689854	NM_152641	ENSP00000335044	known	0	1	0	Metazoans	22	3	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	-1	chr12	46123620	46298858	CGC,WES,WGS	liver,breast,pancreas
405	ARNT	aryl hydrocarbon receptor nuclear translocator	1q21	00524	700	126110	NP_001184254;NP_001659;NP_848514	NM_178426;NM_001197325;NM_001668;NM_178427	ENSP00000351407	known	1	0	0	Eukaryotes	50	1	Cell cycle,Cellular metabolism,DNA/RNA metabolism and transcription,Development,Multicellular activities,Regulation of intracellular processes and metabolism,Regulation of transcription,Signal transduction	39	chr1	150784500	150830937	CGC	leukemia
9915	ARNT2	aryl-hydrocarbon receptor nuclear translocator 2	15q24	-	16876	606036	NP_055677	NM_014862	ENSP00000307479	candidate	0	0	0	Eukaryotes	4	1	Cellular metabolism,DNA/RNA metabolism and transcription,Development,Regulation of intracellular processes and metabolism,Regulation of transcription,Signal transduction	44	chr15	80743217	80886036	WES	glioblastoma
10552	ARPC1A	actin related protein 2/3 complex, subunit 1A, 41kDa	7q22.1	07252	703	604220	NP_006400;NP_001177925	NM_006409;NM_001190996	ENSP00000262942	known	0	0	3	Last Universal Common Ancestor	4	0	Cellular metabolism,Cellular processes,Regulation of intracellular processes and metabolism	100	chr7	98930977	98963549	CGC,Amplified	
421	ARVCF	armadillo repeat gene deleted in velocardiofacial syndrome	22q11.21	03778	728	602269	NP_001661	NM_001670	ENSP00000263207	candidate	0	0	0	Eukaryotes	8	0	-1	64	chr22	19958754	19978317	WGS	liver
142685	ASB15	ankyrin repeat and SOCS box containing 15	7q31.31	10669	19767	-	NP_563616	NM_080928	ENSP00000275699	candidate	0	0	0	Last Universal Common Ancestor	0	0	Signal transduction	-1	chr7	123254557	123277032	WES	kidney
140462	ASB9	ankyrin repeat and SOCS box containing 9	-	06452	17184	-	NP_001162003;NP_001026909;NP_076992;NP_001162002	NM_001168531;NM_001031739;NM_024087;NM_001168530	ENSP00000369855;ENSP00000369850;ENSP00000438943;ENSP00000369852	candidate	0	0	1	Last Universal Common Ancestor	14	0	Signal transduction	56	chrX	15262631	15287996	WGS	melanoma
435	ASL	argininosuccinate lyase	7cen-q11.2	01948	746	608310	NP_001020115;NP_000039;NP_001020117;NP_001020114	NM_001024944;NM_000048;NM_001024946;NM_001024943	ENSP00000307188;ENSP00000370219	candidate	0	0	0	Last Universal Common Ancestor	7	0	Cell response to stimuli,Cellular metabolism,Cellular processes,Development	64	chr7	65546790	65557896	WES	breast,pancreas
79058	ASPSCR1	alveolar soft part sarcoma chromosome region, candidate 1	17q25.3	06947	13825	606236	NP_076988;NP_001238817	NR_045351;NM_024083;NM_001251888	ENSP00000306625;ENSP00000302176	known	1	0	0	Eukaryotes	12	0	-1	15	chr17	79935523	79974988	CGC	sarcoma
460	ASTN1	astrotactin 1	1q25.2	09019	773	600904	NP_996991;NP_004310	NM_207108;NM_004319	ENSP00000354536;ENSP00000395041	candidate	0	0	0	Vertebrates	1	1	Cell motility and interactions	43	chr1	176833423	177133812	WES	glioblastoma
171023	ASXL1	additional sex combs like 1 (Drosophila)	20q11	16516	18318	612990	NP_056153;NP_001158075	NM_015338;NM_001164603	ENSP00000364839	known	0	1	0	Metazoans	21	0	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	104	chr20	30946579	31025138	CGC,WES	leukemia,myelodysplasia,breast,chronic lymphocytic leukemia
84896	ATAD1	ATPase family, AAA domain containing 1	10q23.31	12499	25903	614452	NP_116199	NM_032810	ENSP00000339016	candidate	0	0	1	Last Universal Common Ancestor	6	2	-1	-1	chr10	89514447	89574356	WGS	glioblastoma
466	ATF1	activating transcription factor 1	12q13	00440	783	123803	NP_005162	NM_005171	ENSP00000262053	known	1	0	0	Last Universal Common Ancestor	2	2	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	34	chr12	51173929	51213559	CGC	histiocytoma,melanoma
80162	ATHL1	ATH1, acid trehalase-like 1 (yeast)	11p15.5	07999	26210	-	NP_079368	NM_025092	ENSP00000387185	candidate	0	0	0	Last Universal Common Ancestor	0	1	-1	32	chr11	289817	294746	WGS	liver
471	ATIC	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase	2q35	03434	794	601731	NP_004035	NM_004044	ENSP00000236959	known	1	0	0	Last Universal Common Ancestor	32	0	Cellular metabolism,DNA/RNA metabolism and transcription,Development	107	chr2	216177220	216214375	CGC	lymphoma
472	ATM	ataxia telangiectasia mutated	11q22-q23	06347	795	607585	NP_000042	NM_000051;NM_138292;NM_138293	ENSP00000278616	known	0	1	0	Eukaryotes	124	10	Cell cycle,Cell response to stimuli,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Signal transduction	99	chr11	108098352	108236232	CGC,HTMS,WES,WGS	leukemia,lung,chronic lymphocytic leukemia,pancreas,prostate,liver
1822	ATN1	atrophin 1	12p13.31	06311	3033	607462	NP_001931;NP_001007027	NM_001940;NM_001007026	ENSP00000349076;ENSP00000379915	candidate	0	0	0	Eukaryotes	151	0	Development	60	chr12	7043339	7050715	WES	breast
57194	ATP10A	ATPase, class V, type 10A	15q11.2	05790	13542	605855	NP_077816	NM_024490	-	candidate	0	0	0	Last Universal Common Ancestor	0	1	Cellular processes,Development,Regulation of intracellular processes and metabolism	65	chr15	25924491	26108243	WES	pancreas
23250	ATP11A	ATPase, class VI, type 11A	13q34	12059	13552	605868	NP_115565;NP_056020	NM_032189;NM_015205	ENSP00000364796;ENSP00000364781	candidate	0	0	0	Last Universal Common Ancestor	1	0	Cellular processes	49	chr13	113344731	113536375	WES	colorectal
57130	ATP13A1	ATPase type 13A1	19p13.11	12501	24215	-	NP_065143	NM_020410	ENSP00000349877	candidate	0	0	0	Last Universal Common Ancestor	2	3	Cellular processes	99	chr19	19756234	19774475	WES	colorectal
344905	ATP13A5	ATPase type 13A5	3q29	18597	31789	-	NP_940907	NM_198505	ENSP00000341942	candidate	0	0	0	Last Universal Common Ancestor	0	0	Cellular processes	-1	chr3	192992834	193096514	WES	colorectal
488	ATP2A2	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2	12q24.11	00161	812	108740	NP_001672;NP_733765	NM_001681;NM_170665;NM_001135765	ENSP00000311186;ENSP00000378872	candidate	0	0	2	Last Universal Common Ancestor	33	4	Cellular processes,Development,Multicellular activities,Regulation of intracellular processes and metabolism,Signal transduction	108	chr12	110719595	110784272	WES	leukemia
9914	ATP2C2	ATPase, Ca++ transporting, type 2C, member 2	16q24.1	13812	29103	613082	NP_055676	NM_014861	ENSP00000262429	candidate	0	0	0	Last Universal Common Ancestor	2	0	Cellular processes	71	chr16	84402222	84497335	WES	lymphoma
495	ATP4A	ATPase, H+/K+ exchanging, alpha polypeptide	19q13.1	00668	819	137216	NP_000695	NM_000704	ENSP00000262623	candidate	0	0	0	Last Universal Common Ancestor	0	0	Cellular processes	29	chr19	36041734	36054429	WES	gastric
5205	ATP8B1	ATPase, aminophospholipid transporter, class I, type 8B, member 1	18q21-q22|18q21.31	03867	3706	602397	NP_005594	NM_005603	ENSP00000445359	candidate	0	0	0	Last Universal Common Ancestor	7	0	Cellular metabolism,Cellular processes,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	93	chr18	55315723	55399039	WES	breast
545	ATR	ataxia telangiectasia and Rad3 related	3q22-q24	08369	882	601215	NP_001175	NM_001184	ENSP00000343741	candidate	0	0	0	Eukaryotes	93	0	Cell cycle,Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription,Signal transduction	66	chr3	142168274	142297546	WGS	liver
26033	ATRNL1	attractin-like 1	10q26	12504	29063	612869	NP_997186	NM_207303	ENSP00000347152	candidate	0	0	0	Eukaryotes	1	1	-1	51	chr10	116853510	117704287	WGS	glioblastoma
546	ATRX	alpha thalassemia/mental retardation syndrome X-linked	Xq21.1	02069	886	300032	NP_000480;NP_612114	NM_000489;NM_138270;NM_138271	ENSP00000362441;ENSP00000378967	known	0	1	0	Last Universal Common Ancestor	32	2	Cell response to stimuli,Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	101	chrX	76763832	76972722	CGC,WES	glioblastoma,pancreas
92552	ATXN3L	ataxin 3-like	Xp22.2	-	24173	-	NP_001129467	NM_001135995	ENSP00000369996	candidate	0	0	0	Eukaryotes	7	0	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	30	chrX	13336989	13338053	HTMS	breast,lung,ovarian,pancreas,prostate
6790	AURKA	aurora kinase A	20q13	04352	11393	603072	NP_940836;NP_003591;NP_940838;NP_940839;NP_940835;NP_940837	NM_198434;NM_003600;NM_198436;NM_198437;NM_198433;NM_198435	ENSP00000216911;ENSP00000379245;ENSP00000379250;ENSP00000379249;ENSP00000321591;ENSP00000379251	known	0	0	1	Last Universal Common Ancestor	97	5	Cell cycle,Cellular metabolism,Cellular processes,Regulation of transcription,Signal transduction	43	chr20	54945217	54963253	CGC,Amplified	
60370	AVPI1	arginine vasopressin-induced 1	10q24.2	16530	30898	-	NP_068378	NM_021732	ENSP00000359660	candidate	0	0	0	Vertebrates	3	1	Cellular metabolism,Cellular processes,Regulation of intracellular processes and metabolism,Signal transduction	98	chr10	99437629	99439662	WGS	glioblastoma
8312	AXIN1	axin 1	16p13.3	04819	903	603816	NP_851393;NP_003493	NM_181050;NM_003502	ENSP00000262320;ENSP00000346935	candidate	0	0	0	Eukaryotes	83	1	Cell cycle,Development,Multicellular activities,Other,Regulation of intracellular processes and metabolism,Signal transduction	35	chr16	338125	397025	WES,WGS	liver
567	B2M	beta-2-microglobulin	15q21-q22.2	00189	914	109700	NP_004039	NM_004048	-	candidate	0	0	0	Vertebrates	26	1	Immune system response	109	chr15	45003745	45007898	WES	lymphoma,non-hodgkin lymphoma
135152	B3GAT2	beta-1,3-glucuronyltransferase 2 (glucuronosyltransferase S)	6q13	06325	922	607497	NP_542780	NM_080742	-	candidate	0	0	0	Eukaryotes	1	0	Cellular metabolism	-1	chr6	71571369	71666132	WGS	chronic lymphocytic leukemia
29086	BABAM1	BRISC and BRCA1 A complex member 1	19p13.11	13702	25008	612766	NP_054892;NP_001028721	NM_014173;NM_001033549	ENSP00000352408;ENSP00000471605	candidate	0	0	0	Eukaryotes	71	4	-1	88	chr19	17379616	17389854	WGS	acute myeloid leukemia,chronic lymphocytic leukemia
